SubID,Timepoint,ID,ProlificID,Age,Gender,SEL,Country,State,Emp,Edu,SRA1,SRA2,SRA3,SRA4,SRA5,SRA6,SRA7,SRA8,SRA9,SRA10,SRA11,SRA12,SRA13,SRA14,SRA15,SRA16,SRA17,SRA18,SRA19,SRA20,VAR029,PSI1,PSI2,PSI3,PSI4,relative,friend,acquaint,stranger,ingroup,outgroup,VAR033,ownn,othern,political,identify,help,VAR039,PS1,PS2,PS3,PS4,PS5,PS6,PS7,PS8,PS9,PS10,VAR050,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D20,D21,VAR072,RP1,RP2,RP3,RP4,RP5,RP6,RP7,RP8,RP9,RP10,VAR083,socialm,personalcom,mainnews,indnews,personalexp,VAR089,alc1,alc2,alc3,control,VAR094
313,3,14,5adf59e3dee8590001b05de4,30,1,2,1,CA,1,2,3,3,4,3,4,4,3,2,2,5,3,4,4,4,5,2,2,2,2,2,,3,6,3,5,3,2,2,3,2,3,,4,3,4,1,2,,2,1,3,3,2,1,3,3,2,3,,2,2,1,3,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,,5,3,4,5,5,4,3,4,5,5,,2,3,3,1,2,,4,4,3,3,
319,3,20,5c2fb3bd8268640001eeb1e6,37,2,2,2,CA,1,1,1,4,3,3,4,4,3,3,3,5,5,3,3,4,1,4,3,3,4,4,,7,7,7,7,3,1,1,2,1,2,,1,3,2,3,3,,4,4,4,2,1,1,2,2,4,1,,1,2,1,2,1,0,0,2,0,0,1,2,1,0,1,1,0,0,2,0,0,,5,6,4,5,5,7,7,7,7,7,,5,5,5,4,2,,2,2,1,4,
328,3,29,5d487c2278349b0001571ed0,34,2,2,2,CA,1,1,1,3,2,2,2,3,1,1,1,3,3,1,3,1,1,3,2,1,1,3,,7,4,7,5,4,4,1,1,1,1,,3,3,3,1,1,,2,2,2,3,2,0,4,3,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,4,2,2,3,3,1,6,,4,3,2,3,1,,3,2,1,4,
332,3,33,5a8b2eb52a842c0001fce5cf,27,1,2,2,CA,2,1,1,2,2,1,2,3,1,1,3,3,3,1,1,1,1,3,1,1,1,1,,6,2,7,6,1,1,1,2,1,1,,3,4,1,3,3,,0,4,3,4,1,2,1,1,2,3,,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,1,2,0,1,0,0,,4,6,1,6,6,6,7,7,7,7,,5,1,3,1,1,,2,4,1,4,
348,3,49,5bda6b03b341a400015413f1,29,2,2,2,CA,3,1,1,3,5,3,2,3,1,1,2,4,4,1,1,1,1,3,3,1,3,3,,7,4,7,7,3,3,3,1,3,3,,3,3,2,3,3,,2,2,3,2,2,3,3,2,3,2,,2,0,0,1,1,1,2,1,0,1,1,1,1,1,1,1,0,1,1,1,0,,5,5,1,3,5,5,5,5,7,6,,4,3,5,4,2,,5,3,3,4,
372,3,73,5a4bf76e53a4560001ba0f12,43,2,1,2,CA,2,2,1,4,4,4,5,4,3,1,3,3,5,2,3,3,4,3,1,3,3,3,,7,7,7,7,2,2,1,1,1,1,,5,5,5,3,3,,4,4,4,2,0,2,2,2,3,1,,1,0,0,0,1,0,0,1,0,1,2,2,2,0,1,1,1,0,0,0,1,,1,3,1,5,1,1,7,7,7,3,,1,4,3,3,1,,2,2,1,4,
373,3,74,5e3902ee45318811c1a5c07f,24,2,3,2,CA,2,2,1,3,3,2,1,3,2,1,3,4,3,1,3,1,1,3,3,2,3,1,,5,4,5,2,2,2,1,2,1,1,,1,3,1,3,3,,4,4,4,0,0,4,2,3,4,4,,3,1,3,1,1,1,0,3,2,3,3,3,3,3,3,3,3,2,2,3,3,,4,7,7,7,5,3,6,7,6,7,,5,3,3,2,1,,1,1,1,4,
382,3,83,5e0f6a1c4d6bf1698d37bba6,22,1,4,2,CA,3,2,1,3,2,3,1,2,3,1,3,4,3,1,3,1,2,3,1,1,2,2,,4,3,5,6,3,3,2,1,2,1,,4,4,3,3,1,,1,2,3,3,2,1,2,2,1,1,,1,1,1,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,,1,4,3,4,2,3,4,5,3,4,,2,4,2,2,2,,4,2,2,4,
400,3,101,5e1ec91406121f1f6cab0e0b,48,1,1,2,CA,2,2,1,4,3,4,3,5,3,2,3,3,4,2,2,1,2,1,3,3,3,3,No,4,5,5,5,2,2,2,2,2,2,No,4,3,3,2,2,No,2,2,2,3,3,1,3,2,1,2,No,0,0,0,0,1,1,2,1,0,0,0,1,1,1,0,0,1,1,0,0,1,No,4,4,4,4,4,3,5,6,3,5,No,4,4,3,2,2,No,1,1,1,4,No
414,3,115,5d3f6c700bd40e001cf67d98,21,1,4,2,CA,3,2,1,3,4,3,3,3,3,1,3,3,2,1,2,1,1,4,1,2,4,2,,6,5,7,7,3,2,2,2,2,2,,5,4,4,2,1,,3,4,3,3,2,3,2,2,3,2,,1,1,1,0,1,0,0,1,1,1,1,2,1,1,0,0,0,0,0,0,0,,6,3,3,5,6,4,4,5,5,5,,4,5,5,3,2,,3,2,3,4,
417,3,118,5d723ab186bb08001b652a9c,27,2,1,2,CA,1,1,1,3,4,2,3,3,3,1,3,4,4,3,1,3,1,2,3,3,3,3,None!,5,6,6,6,2,2,2,1,2,2,None!,3,4,2,3,1,,3,2,4,2,1,1,2,1,3,2,,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,3,5,7,5,3,2,4,4,6,3,,4,4,4,4,1,,3,2,1,4,
432,3,133,5d3901e2b507ff00196f3d9a,19,2,2,2,CA,3,1,1,3,3,3,3,3,4,3,2,4,3,1,3,1,1,5,1,1,3,1,,7,7,6,6,3,3,2,1,2,1,,4,4,2,3,3,,3,2,4,2,2,3,2,3,2,4,,1,0,2,0,1,0,0,2,1,0,1,1,3,0,0,1,2,1,0,0,1,,4,5,7,7,4,4,5,5,7,7,,4,4,5,2,1,,3,2,2,4,
440,3,141,5c340fd5a83d180001783c67,43,1,2,2,CA,1,2,2,3,4,4,3,4,4,2,3,5,5,2,2,1,3,3,4,2,2,3,,3,4,4,5,3,2,2,4,3,2,,4,3,3,2,2,,2,2,3,3,3,3,2,2,2,1,,2,2,2,2,2,1,1,2,2,0,1,2,1,1,1,1,2,2,1,2,1,,7,6,4,5,5,5,4,6,5,5,,3,3,2,4,4,,2,3,3,4,
456,4,6,5e2a51d96a126f0b9c189f0a,48,2,3,2,CA,2,3,3,4,3,5,4,5,5,4,3,4,4,3,3,3,1,5,3,3,4,3,,6,6,5,5,3,2,2,2,2,2,,4,4,2,1,3,,2,1,2,3,2,3,3,3,2,3,,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,2,4,3,5,2,2,2,2,6,4,,2,3,4,2,2,,2,2,1,4,
461,4,12,597d792815837000016ae769,26,1,4,2,CA,1,2,1,3,3,3,3,4,4,3,4,4,3,1,3,1,1,5,1,1,4,3,,7,7,7,6,3,2,1,2,1,1,,4,4,3,3,3,,1,1,2,3,3,0,3,2,1,1,,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,,4,2,2,2,6,4,4,4,5,3,,2,3,4,1,2,,2,2,1,4,
464,4,15,5c3d34e0e0ea820001460b7b,38,1,3,2,CA,1,3,2,4,3,5,5,4,4,4,3,5,3,2,3,3,3,4,3,3,3,3,,7,5,7,6,3,2,1,1,3,1,With social distancing I have not had interactions with acquaintances or strangers lately,4,3,2,1,1,,3,2,3,3,2,2,3,3,2,1,,1,0,0,0,1,1,0,2,0,0,1,1,1,1,0,0,0,1,0,0,0,,2,3,2,3,2,2,2,3,5,4,,2,2,5,2,1,,3,2,1,4,
494,4,45,5d978f0626df700016921b83,22,1,3,2,CA,1,2,1,3,3,3,3,4,4,1,4,4,3,1,3,4,1,5,1,3,5,1,,6,7,4,7,4,3,2,2,1,1,,4,5,2,3,3,,1,1,2,3,3,0,2,3,1,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,3,5,4,4,4,5,6,7,3,3,,4,3,3,1,1,,1,1,1,4,
496,4,47,5e6e7e2540c52a43284ef7d4,20,2,2,2,CA,1,1,1,3,3,3,2,5,4,1,1,3,3,1,1,1,1,3,1,1,1,1,some were not applicable (I do not live where it snows for example),6,3,5,6,3,2,1,1,1,1,,2,3,2,1,1,,2,2,3,2,2,3,2,2,3,1,,1,1,1,0,2,2,0,1,2,0,1,1,1,0,1,1,0,1,1,0,0,,2,5,5,4,3,2,5,4,7,6,,5,5,5,5,2,,1,1,1,4,
500,4,51,5d34c488a4ce6700017cc8f7,23,2,1,2,CA,1,2,1,4,3,3,1,2,5,1,1,1,1,1,1,3,1,3,3,5,4,4,,7,3,7,4,4,3,2,1,2,2,,4,3,3,3,3,,1,3,2,2,4,3,2,4,2,2,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,5,1,1,1,1,5,3,7,3,,5,5,5,4,4,,2,2,1,4,
509,4,60,5c60a763dff4b30001aa98ee,46,2,3,2,CA,2,2,1,4,3,2,3,4,3,1,3,4,4,1,3,2,1,3,1,3,3,1,,7,7,7,7,4,3,3,2,2,1,,5,4,3,3,1,,3,4,4,3,2,3,3,2,2,4,,3,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,,1,1,6,6,2,3,3,3,1,2,,3,4,5,3,1,,2,1,1,4,
530,4,81,5ddb6cd57cc973aace60252d,24,2,3,2,CA,2,2,2,4,4,4,3,4,1,1,4,5,5,1,5,4,1,3,1,5,5,5,,7,7,7,7,3,3,2,2,3,3,,5,5,3,3,3,,4,4,4,4,1,4,1,1,4,4,,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,,7,7,7,7,7,7,7,7,7,7,,2,3,5,2,4,,4,3,2,4,
531,4,82,5bf28a086d4c3e00014410f7,19,1,1,2,CA,3,1,1,3,1,3,3,3,2,1,1,3,2,1,3,1,1,3,1,1,1,3,,3,4,5,5,2,1,1,1,1,1,,2,3,3,3,3,,3,3,2,1,1,1,2,1,3,1,,1,1,1,0,2,0,1,0,0,2,1,1,1,1,0,1,2,0,0,1,2,,3,6,6,5,2,3,4,4,4,6,,2,3,3,2,1,,1,1,1,4,
540,4,91,5e7bdaf20a48a00d31b6ac07,18,2,2,2,CA,3,1,1,3,4,3,3,5,4,1,3,3,2,1,2,3,1,5,4,2,3,3,,7,4,7,5,3,2,1,2,2,1,,3,3,1,3,3,,3,4,2,1,1,3,2,1,4,4,,3,0,2,1,2,1,0,1,2,1,3,2,3,1,0,2,2,0,1,0,1,,5,7,3,5,7,6,6,6,5,7,,5,4,2,2,1,,1,1,1,4,
543,4,94,5d1d0270601cd7000172942f,24,2,3,2,CA,3,2,1,5,2,4,2,5,3,1,4,5,4,1,3,3,2,4,1,4,4,3,,7,5,6,6,3,2,2,2,1,2,,2,3,2,3,3,,3,3,4,2,1,2,2,1,2,2,,3,1,1,2,1,1,0,2,1,1,2,3,2,1,2,1,1,0,1,2,2,,5,5,3,6,6,7,7,7,6,6,,4,3,4,3,4,,1,1,1,4,
557,4,109,5c33e3f2c75f190001e81121,24,2,4,2,CA,1,2,1,3,3,3,3,3,3,2,4,4,3,1,1,1,1,5,1,1,3,1,,4,3,5,2,2,2,1,1,2,1,,3,3,3,3,1,,2,2,2,1,1,2,1,1,2,1,,1,0,1,1,0,1,1,1,1,2,1,1,1,1,0,2,3,0,1,1,3,,3,6,7,6,4,4,7,7,7,7,,3,3,2,2,2,,1,1,1,4,
583,4,135,5c15a07cd47b0000014a56aa,19,1,3,2,CA,3,1,1,3,1,4,4,4,4,2,4,5,4,2,1,2,2,2,1,2,1,1,,7,7,7,7,3,2,2,2,1,1,,2,3,1,3,3,,3,3,3,2,1,1,2,1,2,2,,1,0,1,0,3,1,1,1,1,2,1,1,2,1,0,1,1,1,0,0,2,,2,3,2,4,5,1,2,3,2,3,,4,3,3,1,2,,2,5,3,4,
399,3,100,5c93be2359acaf00019d0dc7,29,2,2,2,CA,2,1,2,4,3,3,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,,5,5,5,5,3,2,1,1,2,1,,4,4,2,3,3,,1,1,1,3,3,1,3,3,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1,1,2,2,6,7,7,5,,4,3,3,3,1,,1,1,1,4,
406,3,107,55cc0397fe3304000562553b,29,2,3,2,CA,2,1,1,3,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,3,4,4,7,1,1,1,1,1,1,,5,3,3,3,1,,2,2,3,2,1,3,2,1,2,4,,3,1,2,1,1,1,0,1,0,0,3,1,3,1,0,0,0,0,1,0,1,,2,5,7,4,1,3,5,4,7,7,,5,2,1,1,5,,2,2,1,4,
421,3,122,5be7dc3f0e366e000175e27f,22,2,2,2,CA,3,2,3,4,3,3,5,5,3,1,3,4,4,1,3,3,3,4,4,2,3,3,,6,7,7,7,1,3,2,2,1,2,,1,4,2,3,3,,4,3,4,2,2,3,2,2,3,3,,2,1,2,1,2,2,1,2,1,2,2,2,3,2,2,1,1,2,2,1,1,,5,5,3,4,5,4,4,4,5,5,,2,5,5,5,2,,5,3,4,4,
426,3,127,5be67e35fc33690001534115,20,2,3,2,CA,3,1,1,3,3,3,3,4,3,3,3,4,3,1,1,1,2,5,1,2,2,4,,7,7,7,7,2,2,2,1,1,1,,3,4,1,3,1,,2,1,3,3,2,2,3,3,2,2,,0,0,0,0,1,1,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,,4,4,2,4,4,5,6,7,7,5,,5,5,3,1,1,,1,1,1,4,
472,4,23,5e69152a00f9b71c4de29535,31,1,4,2,CA,1,2,4,3,1,4,3,4,4,3,3,4,3,3,1,2,4,3,3,3,2,1,,7,7,7,7,3,4,3,3,2,2,No,5,5,4,3,1,No,3,4,4,2,4,3,4,4,3,4,No,2,2,1,3,3,2,3,3,3,3,3,2,3,2,3,3,1,3,3,2,3,No,1,4,7,7,1,4,7,3,1,1,No,5,4,4,4,5,No,4,3,4,4,
499,4,50,5c9c353b35cde70016837bb6,40,3,1,2,CA,2,1,3,5,5,5,5,5,4,5,5,5,4,3,3,3,3,5,5,5,4,5,,7,7,7,7,1,3,2,2,2,3,,1,3,1,3,1,,2,4,4,2,0,2,0,2,2,1,,1,1,2,1,3,0,1,1,0,3,2,1,2,0,3,1,3,1,2,0,1,,7,7,1,7,7,7,4,6,2,4,,3,3,5,3,5,,3,1,1,4,
572,4,124,5ddaa698e0b21ba0b0c2fc64,35,1,1,2,CA,1,2,3,3,3,3,3,3,3,1,4,3,3,1,3,4,1,3,4,3,3,3,,7,7,7,7,1,3,3,2,2,2,,3,3,1,3,3,,1,3,3,1,1,3,2,1,1,3,,1,0,2,0,2,1,0,1,0,1,1,1,2,1,1,2,2,0,0,0,2,,1,3,4,3,2,3,4,5,2,4,,1,3,1,1,1,,4,2,2,4,
62,1,170,5aea770657e9440001f8033a,20,2,3,2,CO,3,1,1,3,1,3,1,1,3,1,1,4,3,1,1,1,1,4,1,1,1,2,,7,5,7,7,NA,NA,NA,NA,NA,NA,,2,4,2,3,3,,2,3,3,2,2,2,2,1,3,2,,1,1,1,0,2,1,1,2,1,1,2,1,1,0,2,1,1,1,0,1,1,,3,4,1,5,4,5,5,5,4,4,,4,4,3,3,1,,3,2,1,4,
64,1,172,5dcef2bb9b66eb034fb508c4,21,2,2,2,CO,1,2,1,3,3,3,3,3,3,2,1,4,3,2,1,3,1,3,1,1,3,3,,7,4,6,7,NA,NA,NA,NA,NA,NA,,2,4,2,3,3,,4,4,4,1,0,3,3,1,4,3,,1,2,3,1,3,0,1,2,1,3,1,2,3,0,0,3,1,3,0,0,2,,2,1,4,6,4,5,7,7,4,4,,3,4,3,1,2,,2,2,1,4,
166,2,16,5d9ae3ff9d2a700014869bcb,33,2,3,2,CO,2,1,2,3,1,3,1,3,1,1,1,3,3,1,3,3,1,3,1,1,3,1,,7,7,4,6,NA,NA,NA,NA,NA,NA,,3,3,1,3,1,,2,2,2,2,1,2,1,1,2,2,,0,0,0,0,2,2,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,,4,5,1,6,6,5,5,5,6,5,,3,3,5,4,1,,3,2,2,4,
220,2,70,5a79107c17ef35000170180e,25,2,2,2,CO,1,2,1,3,1,3,1,4,3,4,2,4,3,1,3,1,1,3,1,1,3,1,,7,6,7,7,NA,NA,NA,NA,NA,NA,,4,3,1,1,3,,3,3,3,4,2,1,3,3,2,1,,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,,5,3,5,7,6,5,5,5,5,6,,4,4,4,3,1,,3,2,2,4,
235,2,85,5aed38ae8db5b00001adaca6,22,1,2,2,CO,2,1,1,3,1,3,3,1,2,1,2,4,3,1,3,1,1,3,1,1,1,1,,7,6,5,6,NA,NA,NA,NA,NA,NA,,1,1,3,1,1,I'm not a liberal or a conservative,2,3,3,1,1,2,2,2,3,2,,1,2,0,0,3,1,0,2,0,1,1,1,0,2,0,1,0,2,0,0,0,,6,2,2,7,7,7,7,7,6,7,,4,4,3,1,1,,5,2,2,4,
380,3,81,5dbb43a3e3363013e84f88bf,33,1,2,2,CO,2,2,3,3,3,3,3,3,3,3,1,3,3,2,2,1,1,3,1,1,3,3,,5,5,2,7,2,2,2,2,2,1,,4,3,1,3,3,,1,1,2,2,1,1,3,2,2,0,,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,5,2,2,5,5,5,5,5,2,5,,4,2,1,1,1,,3,2,2,4,
39,1,126,577ab18a78ca3700019ced62,34,2,2,2,CT,1,1,2,3,2,4,2,3,3,3,2,3,3,1,2,1,1,3,2,1,3,3,,6,4,5,3,NA,NA,NA,NA,NA,NA,,3,3,1,3,3,,1,1,1,3,2,3,4,3,2,1,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,3,3,5,5,3,3,3,5,6,4,,4,3,3,1,1,,3,2,1,4,
279,2,131,5de33ff0cc246f3633dc01d2,33,1,2,2,CT,2,2,1,3,3,4,3,3,4,1,1,4,3,1,2,2,2,3,1,3,3,1,,7,4,5,4,NA,NA,NA,NA,NA,NA,,3,2,2,2,1,,2,2,2,2,1,2,2,1,1,2,,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,,4,5,4,5,5,5,5,4,4,6,,2,3,4,3,3,,2,1,1,4,
403,3,104,58a652549a17120001d9193f,31,2,2,2,CT,1,1,1,2,1,3,2,2,1,1,1,4,2,2,1,1,1,1,1,1,1,1,"I have never heard of ""charity Christmas cards""",6,2,7,3,4,1,1,1,1,1,,4,3,2,2,3,,2,2,2,3,3,1,3,2,3,1,,1,2,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,,5,6,5,6,6,4,5,5,6,6,,1,1,4,1,1,,1,1,1,4,
581,4,133,5e25fdb4a1c0ce07388e8499,31,1,3,2,CT,1,3,1,3,1,4,3,3,3,1,3,3,3,2,2,3,1,4,3,3,3,3,,6,5,5,7,3,2,2,2,2,2,,2,4,1,3,3,,4,4,4,2,2,3,2,1,3,3,,2,1,3,1,3,2,1,3,2,3,2,3,3,1,1,3,3,3,1,2,3,,5,7,6,6,7,6,6,5,7,6,,5,4,5,2,1,,2,2,1,4,
283,2,135,5b667e3fdc84c6000173edc2,32,1,2,2,DC,2,1,1,3,1,2,1,1,1,1,1,4,4,1,3,1,1,1,2,1,3,1,,6,6,5,7,NA,NA,NA,NA,NA,NA,,2,2,3,1,1,,3,4,4,1,1,4,2,1,3,3,,2,2,2,2,2,1,0,1,1,2,1,3,3,3,2,3,3,3,1,1,3,,6,5,2,7,6,7,7,7,6,6,,4,3,5,3,1,,2,1,1,4,
353,3,54,5e20cc025e04db3da9447647,27,1,3,2,DC,1,3,1,3,3,3,4,3,3,3,3,3,3,1,3,3,1,3,1,1,3,3,,7,7,5,7,2,2,1,1,1,1,,4,4,1,3,3,,1,2,1,3,4,0,0,4,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,2,4,4,4,4,4,2,,3,3,5,1,1,,5,2,2,4,
359,3,60,5debc62e389fde2a8b5c2a8d,39,2,3,2,DC,1,3,1,4,2,3,3,5,3,1,3,4,4,1,2,1,1,4,1,1,2,1,,7,5,4,6,3,2,1,2,1,1,,4,3,3,3,1,,2,3,2,3,2,2,3,2,2,2,,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,,4,2,1,4,7,4,4,6,5,1,,5,4,4,1,1,,5,3,4,4,
15,1,56,5d61ef58798d980019f9d99f,22,2,3,2,DE,1,2,1,3,1,4,3,4,5,1,2,4,4,1,3,2,3,3,1,2,2,1,,5,3,5,5,NA,NA,NA,NA,NA,NA,,4,3,3,1,1,,3,3,4,2,2,2,1,2,3,3,,2,0,2,0,2,2,1,2,1,2,2,3,2,1,2,1,1,2,1,2,1,,6,3,5,6,5,4,4,5,5,6,,5,3,5,3,5,,2,3,1,4,
233,2,83,5dd55868806287503b63c884,23,2,3,2,DE,1,2,1,3,2,3,2,5,3,1,1,4,4,1,1,1,3,3,1,1,3,1,,7,3,7,6,NA,NA,NA,NA,NA,NA,,4,5,2,3,3,,4,2,4,2,2,2,3,3,2,1,,0,0,1,0,1,3,1,3,3,1,2,1,2,1,1,1,2,0,1,2,1,,3,2,2,4,5,5,5,6,1,3,,5,4,5,5,1,,4,3,2,4,
388,3,89,5d25473cacb3e5001ae39cb8,23,1,3,2,DE,1,2,1,3,2,2,3,1,1,2,3,4,4,1,1,1,1,5,1,1,4,1,,6,4,5,6,2,3,1,1,1,1,,2,3,2,1,1,,3,4,4,2,1,2,2,1,3,2,,2,0,1,0,2,1,0,2,1,1,1,2,2,1,1,1,2,1,1,1,1,,6,2,4,7,7,7,7,6,5,4,,4,4,5,4,3,,2,2,1,4,
2,1,182,5de10a767292b61529705ead,45,1,4,1,FL,1,3,3,3,1,5,3,4,3,1,4,5,4,1,3,3,3,3,3,4,4,3,,5,7,5,7,NA,NA,NA,NA,NA,NA,,4,4,1,3,3,,2,2,2,4,4,0,3,4,1,0,,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,6,6,5,5,5,5,5,6,6,,4,3,5,2,1,,1,1,1,4,
47,1,152,5e35759f1c0a77521b3e4e7a,36,2,4,2,FL,1,3,3,5,3,5,4,5,4,3,4,4,3,3,3,2,4,4,3,4,4,3,,7,7,7,7,NA,NA,NA,NA,NA,NA,,5,5,1,1,1,,1,1,2,4,3,1,2,3,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,5,2,3,4,4,4,5,5,5,,4,4,4,4,3,,3,3,3,4,
102,1,213,5e51a960af36f01e377ac51c,27,2,2,2,FL,2,1,1,3,2,2,3,3,3,1,2,3,3,2,2,2,1,3,3,1,1,2,,7,7,7,7,NA,NA,NA,NA,NA,NA,,2,4,2,3,3,,2,2,3,1,1,3,2,2,3,3,,1,0,1,1,1,1,0,1,0,2,1,1,2,1,0,1,1,2,1,0,1,,2,2,4,5,5,6,6,6,2,4,,5,3,1,3,1,,4,4,3,4,
120,1,231,5c276057336b1500015078e9,31,1,2,2,FL,1,1,1,3,2,3,2,3,2,3,4,5,3,1,1,1,1,1,4,1,3,3,,4,5,3,6,NA,NA,NA,NA,NA,NA,,3,3,3,1,1,,1,1,1,3,1,1,3,3,0,1,,0,1,1,0,2,1,0,0,2,1,1,0,1,1,0,2,0,0,0,0,1,,6,1,1,5,6,6,6,6,6,6,,3,2,5,3,1,,1,1,1,4,
132,1,243,5d34e9edc7d05300019ecf55,21,1,2,2,FL,1,1,3,3,3,3,2,3,1,3,3,3,4,1,1,1,1,3,1,1,1,1,,4,5,3,5,NA,NA,NA,NA,NA,NA,,2,4,3,3,3,,3,3,4,2,1,2,1,2,2,2,,2,1,2,0,1,0,1,2,1,2,3,2,1,3,1,1,1,2,0,0,1,,2,2,3,6,1,1,4,5,6,6,,5,4,5,4,1,,3,4,2,4,
146,1,258,571cea664ca277001153c045,44,1,3,2,FL,1,1,4,5,4,5,4,5,4,4,4,4,4,3,3,4,3,3,3,3,3,4,,7,7,7,7,NA,NA,NA,NA,NA,NA,,4,4,2,1,3,,2,3,3,3,2,2,2,3,3,2,,2,1,1,0,2,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,0,,6,6,6,7,7,7,6,6,5,6,,5,4,4,4,2,,4,3,3,4,
151,2,1,5e10a3382b12bd76d7f96f62,40,1,4,2,FL,1,1,3,3,3,3,3,3,3,2,3,3,3,1,3,3,1,3,3,1,3,3,,7,7,7,7,NA,NA,NA,NA,NA,NA,,3,3,3,1,1,,4,1,3,4,3,0,2,3,3,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,5,1,1,5,3,7,1,,5,5,5,5,1,,5,2,2,4,
187,2,37,5d4225e01985380018375d83,27,1,4,2,FL,1,1,3,3,3,3,3,4,2,1,3,4,3,1,1,2,1,3,3,3,3,2,,7,5,7,5,NA,NA,NA,NA,NA,NA,,4,3,4,3,2,,3,2,4,2,2,2,2,3,4,2,,2,1,1,1,0,0,0,2,2,1,2,2,2,1,2,1,0,2,3,2,0,,5,4,6,5,5,5,7,7,4,5,,5,5,2,5,1,,2,2,1,4,
188,2,38,5df1204a9195c6035a6e077f,34,1,4,2,FL,1,2,1,3,4,3,3,5,2,3,2,5,5,1,3,3,2,3,1,2,4,3,,6,5,7,4,NA,NA,NA,NA,NA,NA,,4,4,3,1,1,,1,1,1,1,3,1,3,3,1,0,,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,,3,2,3,5,5,6,7,7,7,4,,5,4,3,2,1,,5,2,3,4,
192,2,42,5db71981cd417b000d86073f,45,1,4,2,FL,1,3,4,3,5,4,3,5,4,4,4,4,4,5,5,4,4,5,5,4,5,5,I think everything is fine and good.,7,7,7,7,NA,NA,NA,NA,NA,NA,Everything is good and fine,4,4,1,3,3,Everything is good and fine,4,4,3,4,4,4,3,4,4,4,Everything is good and fine,0,0,2,0,2,3,2,0,3,3,1,3,2,2,1,1,2,2,3,1,0,Everything is good and fine.,2,2,2,3,3,2,3,3,3,6,,4,4,5,5,5,,4,4,4,4,
205,2,55,5e72dba475ade623d090cbf3,28,1,3,2,FL,1,2,2,3,3,3,3,3,3,1,2,4,3,1,3,1,1,5,2,1,5,2,N/A,5,6,6,6,NA,NA,NA,NA,NA,NA,,3,3,3,1,1,,2,3,3,2,2,2,2,2,2,2,,1,3,1,0,1,1,0,1,3,2,2,2,1,1,1,1,1,1,1,1,0,,4,6,7,6,5,4,4,3,6,7,,4,4,4,2,1,,2,2,1,4,
219,2,69,5e69987e0873d600084bc920,26,2,3,2,FL,2,1,2,3,1,1,3,3,1,1,1,3,3,1,3,1,1,1,1,1,3,2,,7,3,4,7,NA,NA,NA,NA,NA,NA,,3,3,4,3,3,,3,3,4,2,2,3,2,2,3,3,,3,1,2,2,3,3,0,3,0,1,3,3,2,3,0,2,2,3,0,0,1,,1,5,3,5,1,1,6,7,6,7,,4,4,1,3,4,,1,1,1,4,
